"year","species","stock","pe","B","B_lwr","B_upr","F","F_lwr","F_upr"
1986,"Haddock","3LNO",0.240019808248112,41.0749916942472,19.9468048835048,84.5827165070274,0.178673194985159,0.0867671352147959,0.367928600237578
1987,"Haddock","3LNO",0.688828482862316,45.8375968193511,20.7934084162288,101.04573719302,0.123479422848157,0.0560142382769512,0.272201646151599
1988,"Haddock","3LNO",-0.090154590675825,42.4931282111783,19.2664721140943,93.7206321156589,0.194078439201154,0.0879955652648878,0.428049305091352
1989,"Haddock","3LNO",-1.11086983076859,27.0213718326055,12.3036867099948,59.344369937735,0.247951881995695,0.11290034769987,0.544552227143212
1990,"Haddock","3LNO",-0.719284216492258,18.8115414825576,7.90810665287111,44.7482701591419,0.168673045903339,0.0709077689196834,0.401233840068155
1991,"Haddock","3LNO",-0.909004409524394,13.7428732077317,5.47102389413805,34.5212464171748,0.092193239422975,0.0367020351666575,0.231583708007112
1992,"Haddock","3LNO",-1.95891158372713,7.99920769791363,3.3325739106546,19.2005715431505,0.12538741808912,0.0522380283183707,0.300968568706998
1993,"Haddock","3LNO",-0.774798641823503,6.68227024930317,2.73371973213251,16.3340576430963,0.12974632387704,0.0530792788261307,0.317150287869368
1994,"Haddock","3LNO",-1.70790862941007,4.20020687289071,1.64262051112127,10.7399960341637,0.0042855032013249,0.00167597827250051,0.0109581001078046
1995,"Haddock","3LNO",-1.72005645938703,2.97685406187129,1.13781519532669,7.78831232178725,0.00906997771433492,0.00346673308471072,0.0237296883631861
1996,"Haddock","3LNO",0.801779689427379,4.60343602592767,1.76258866715933,12.0230111764885,0.0149888039306673,0.00573899491459611,0.0391469667799484
1997,"Haddock","3LNO",0.730161405752025,6.84326447363867,2.50448176905433,18.6985863641754,0.0490993737410449,0.0179692728346429,0.134159491257495
1998,"Haddock","3LNO",-0.172744847345219,7.41469342689863,2.5673157428167,21.414459350674,0.0133518669350311,0.00462304456903713,0.0385616768319206
1999,"Haddock","3LNO",2.04661170200277,16.3855068050287,4.97925187922818,53.9207173627174,0.00457721576100304,0.00139093104966473,0.0150625037293003
2000,"Haddock","3LNO",0.239882337253803,20.509949223347,5.98002145176971,70.343897682806,0.00424184375361425,0.00123678105515705,0.0145484427943404
2001,"Haddock","3LNO",-0.61816629768456,19.5677606005898,5.73858411064711,66.7232975136822,0.00776787917138653,0.00227806486885381,0.0264873698928601
2002,"Haddock","3LNO",-1.23574406906573,15.3712734288459,4.68505877876991,50.4318212388316,0.0208180539811025,0.00634520015615866,0.0683022380530343
2003,"Haddock","3LNO",-1.0285394947823,12.7908103398598,4.04590009039974,40.4371896227668,0.0214998106213038,0.00680067043643337,0.0679700422293002
2004,"Haddock","3LNO",-0.671419621589801,11.8904121286078,3.74032397672085,37.7993728532825,0.00563479207241277,0.0017725161806271,0.0179128868025863
2005,"Haddock","3LNO",0.0643941454491256,14.1102650694038,4.36976320818885,45.5630135646088,0.0036143899316666,0.00111932894710051,0.0116711129574314
2006,"Haddock","3LNO",-0.329190395012704,14.779557923533,4.5508544611442,47.9987515048211,0.00216515271739268,0.000666684007328521,0.00703164653434212
2007,"Haddock","3LNO",0.853377410907061,22.3129043590477,6.65849401092719,74.7715174210516,0.00210640440364465,0.000628581599265061,0.00705865319137763
2008,"Haddock","3LNO",-0.147317626012368,24.4536544794605,7.29662385732123,81.9531373815907,0.00261719572646109,0.000780934105084993,0.0087711798293925
2009,"Haddock","3LNO",-0.541982564511977,23.6419829448721,7.22438946855633,77.3689403095423,0.00448354946567591,0.00137005883208312,0.0146725201432395
2010,"Haddock","3LNO",-1.04128005096282,19.629072430581,6.20627072256749,62.0824488180882,0.00168117979678896,0.000531551197290807,0.00531720278975329
2011,"Haddock","3LNO",-0.0591758277297903,22.1924963174815,6.87156906330443,71.6731343691963,0.00468626866091116,0.00145103183940979,0.0151348256914685
2012,"Haddock","3LNO",0.280468829838299,27.6690848752028,8.20849715198696,93.2665558208618,0.00112038400040409,0.000332380666651206,0.00377657437482281
2013,"Haddock","3LNO",0.150912956900304,32.946323237461,9.49136566552239,114.362911842099,0.00582766090820386,0.0016788659619396,0.0202289119149044
2014,"Haddock","3LNO",-0.851329659055272,28.414647951193,8.10703702894169,99.5915295943375,0.0079184510885539,0.00225922827891573,0.0277536662527582
2015,"Haddock","3LNO",-1.54410702062209,19.8484592314619,5.8687603703098,67.1285431683438,0.011235129004196,0.00332198479923458,0.0379978029309498
2016,"Haddock","3LNO",-1.61815859710982,13.6753882762788,4.07571385275729,45.8855187737147,0.0250084306997872,0.00745333188203842,0.0839116808381019
2017,"Haddock","3LNO",-0.393648884511187,13.72246890296,3.90406794833581,48.2333184987143,0.0349062550906331,0.00993089455399524,0.122692536692192
2018,"Haddock","3LNO",-0.441492135202542,13.3928293402875,3.57940848657856,50.1110388519859,0.00291200604510672,0.000778271632228482,0.0108956550073107
1977,"Hake","3LNO",-0.0255629959481307,15.3375160767863,7.55145572336275,31.1515299861844,0.204857160981594,0.100861819672853,0.416078715826838
1978,"Hake","3LNO",-0.259812069464819,13.0443394940834,6.12540994634591,27.7785151242669,0.199473495854673,0.0936695135920684,0.424787895470117
1979,"Hake","3LNO",0.587715476989369,14.3579744995122,6.53183263725082,31.56104009049,0.110461263185408,0.0502518293266861,0.242810875305515
1980,"Hake","3LNO",0.255878944465825,15.4846193056919,7.14826571203449,33.5428822460438,0.170039698620951,0.0784965340988414,0.368341092241045
1981,"Hake","3LNO",0.199990456507849,15.4840437727484,6.6085352826669,36.27969002227,0.110694597945829,0.0472440640740832,0.259361556939181
1982,"Hake","3LNO",0.150035114343973,16.1983915988316,7.38440647513532,35.5326987040335,0.120567525984547,0.0549634582013413,0.264476231986432
1983,"Hake","3LNO",0.884231546327776,20.6815475008131,9.73430824206351,43.9400927515437,0.141237013327226,0.0664768737862388,0.300072683889122
1984,"Hake","3LNO",0.927304764955684,25.9598728361614,12.9493732255089,52.0422869843718,0.167219617268429,0.0834129368930999,0.335228580133029
1985,"Hake","3LNO",0.974657552700405,31.8205378428463,17.5414525414082,57.723077733603,0.194842715438068,0.10740938015491,0.353448494950137
1986,"Hake","3LNO",0.232918875747637,30.300998461519,16.2830380521646,56.3869288288573,0.156529495423176,0.0841152390901747,0.291284708959425
1987,"Hake","3LNO",0.702559206209267,34.5703929548468,18.4327774314338,64.8362447546549,0.235635157825359,0.125639602213624,0.441930144835821
1988,"Hake","3LNO",0.0426241304267558,29.7607076871694,14.6452196687196,60.477052722732,0.0974103180096699,0.0479355370257706,0.197948550146497
1989,"Hake","3LNO",-1.12918295799231,21.7096556320826,10.9181578946821,43.1674603179331,0.0971917765881939,0.0488794101960046,0.193256043771607
1990,"Hake","3LNO",-0.97017974570068,17.1369733874722,9.25550299828004,31.7298645937993,0.128494101625305,0.0693983421672186,0.237912515441808
1991,"Hake","3LNO",-1.06965639826548,13.0467837423992,7.21842343138212,23.5811278791025,0.194147465767238,0.107416405737095,0.35090764958284
1992,"Hake","3LNO",-2.09245750046886,7.14738683698335,3.90890024042857,13.0689287153263,0.237849166244024,0.130079521973853,0.434904933724687
1993,"Hake","3LNO",-0.461154776532947,6.15867068849752,3.18558121699713,11.9065319844874,0.165944901374379,0.0858352374420636,0.320820575707495
1994,"Hake","3LNO",-1.65886418746342,4.0876164630545,2.00336123124192,8.34028735730114,0.072658480237665,0.0356102838279312,0.14825084731019
1995,"Hake","3LNO",-1.77107447454798,2.89710644388034,1.37998865897354,6.08209762637907,0.103551597364916,0.0493250878938296,0.217393090913621
1996,"Hake","3LNO",0.896236410293306,4.29057026790611,2.14999475925862,8.56234330086825,0.10348274757814,0.0518549635769658,0.206512131291475
1997,"Hake","3LNO",0.479775661367703,5.56724658034364,2.77706699834662,11.1607802421767,0.0996902134637878,0.0497277061242231,0.199851138028154
1998,"Hake","3LNO",-0.0954856360748224,6.09761960240922,3.01194659762905,12.3444966935846,0.0872471611364216,0.0430961272221393,0.176629957655551
1999,"Hake","3LNO",2.1273140201401,12.6638918367384,6.63280268184272,24.1789427705476,0.0473788001141465,0.0248149807745466,0.0904594978594039
2000,"Hake","3LNO",0.6016538676073,17.319258098558,9.30874181044499,32.2231196430754,0.0497711850643169,0.0267509790966264,0.0926011288692939
2001,"Hake","3LNO",-0.218209349543729,18.592377375946,10.3463470780118,33.4104871877174,0.0476001525843044,0.0264886888666907,0.0855374359014899
2002,"Hake","3LNO",-0.818448285228555,16.8529617865761,10.1755298012747,27.9122882568939,0.335133970605619,0.202348153903327,0.555057093861834
2003,"Hake","3LNO",-0.451744126480208,12.7955212436255,7.56859787270468,21.6321922038599,0.496736309446278,0.293821353846231,0.839785665310905
2004,"Hake","3LNO",-0.434111702569747,7.92498334084567,3.93958102490616,15.9421422114748,0.265994249998645,0.132228151777665,0.535082280748424
2005,"Hake","3LNO",0.0579912484648875,7.50607009274874,3.57843937562324,15.7445976648534,0.140286459757051,0.0668800830872044,0.294262355588071
2006,"Hake","3LNO",-0.671941340289107,6.50234341662748,3.08120459400827,13.7220585708517,0.195929362442191,0.0928432125123139,0.413474652893037
2007,"Hake","3LNO",0.822252807063699,8.13680235704631,3.87544144164623,17.0838738230323,0.0932798864584342,0.044427862665242,0.195848656579775
2008,"Hake","3LNO",-0.116553941418518,8.4799729561213,4.10519352375209,17.5168212949006,0.110023935787025,0.053263088336216,0.227273085812347
