"Year","Region","Species","Landings (kt)"
1993,"2HJ3KLNO","Skate spp.",6.082
1993,"2HJ3KLNO","White Hake",1.022
1993,"2HJ3KLNO","Witch Flounder",5.006
1993,"2HJ3KLNO","Wolffish spp.",0.357
1993,"2HJ3KLNO","Yellowtail Flounder",6.852
1994,"2HJ3KLNO","American Plaice",0.576
1994,"2HJ3KLNO","Atlantic Cod",3.194
1994,"2HJ3KLNO","Atlantic Halibut",0.19
1994,"2HJ3KLNO","Greenland Halibut",37.246
1994,"2HJ3KLNO","Haddock",0.018
1994,"2HJ3KLNO","Monkfish",0.154
1994,"2HJ3KLNO","Red Hake",0.312
1994,"2HJ3KLNO","Redfish spp.",7.31
1994,"2HJ3KLNO","Roughhead Grenadier",0.353
1994,"2HJ3KLNO","Roundnose Grenadier",1.466
1994,"2HJ3KLNO","Silver Hake",0
1994,"2HJ3KLNO","Skate spp.",8.246
1994,"2HJ3KLNO","White Hake",0.297
1994,"2HJ3KLNO","Witch Flounder",0.403
1994,"2HJ3KLNO","Wolffish spp.",0.248
1994,"2HJ3KLNO","Yellowtail Flounder",0.231
1995,"2HJ3KLNO","American Plaice",0.576
1995,"2HJ3KLNO","Atlantic Cod",0.359
1995,"2HJ3KLNO","Atlantic Halibut",0.171
1995,"2HJ3KLNO","Greenland Halibut",11.211
1995,"2HJ3KLNO","Haddock",0.027
1995,"2HJ3KLNO","Monkfish",0.103
1995,"2HJ3KLNO","Red Hake",0.321
1995,"2HJ3KLNO","Redfish spp.",4.803
1995,"2HJ3KLNO","Roughhead Grenadier",0.465
1995,"2HJ3KLNO","Roundnose Grenadier",1.941
1995,"2HJ3KLNO","Silver Hake",0
1995,"2HJ3KLNO","Skate spp.",7.395
1995,"2HJ3KLNO","White Hake",0.3
1995,"2HJ3KLNO","Witch Flounder",1.057
1995,"2HJ3KLNO","Wolffish spp.",0.322
1995,"2HJ3KLNO","Yellowtail Flounder",0.066
1996,"2HJ3KLNO","American Plaice",0.891
1996,"2HJ3KLNO","Atlantic Cod",0.566
1996,"2HJ3KLNO","Atlantic Halibut",0.184
1996,"2HJ3KLNO","Greenland Halibut",15.386
1996,"2HJ3KLNO","Haddock",0.069
1996,"2HJ3KLNO","Monkfish",0.146
1996,"2HJ3KLNO","Red Hake",0.703
1996,"2HJ3KLNO","Redfish spp.",10.098
1996,"2HJ3KLNO","Roughhead Grenadier",3.064
1996,"2HJ3KLNO","Roundnose Grenadier",0.256
1996,"2HJ3KLNO","Silver Hake",0
1996,"2HJ3KLNO","Skate spp.",6.18
1996,"2HJ3KLNO","White Hake",0.444
1996,"2HJ3KLNO","Witch Flounder",1.681
1996,"2HJ3KLNO","Wolffish spp.",0.654
1996,"2HJ3KLNO","Yellowtail Flounder",0.233
1997,"2HJ3KLNO","American Plaice",1.374
1997,"2HJ3KLNO","Atlantic Cod",0.98
1997,"2HJ3KLNO","Atlantic Halibut",0.271
1997,"2HJ3KLNO","Greenland Halibut",17.544
1997,"2HJ3KLNO","Haddock",0.336
1997,"2HJ3KLNO","Monkfish",0.001
1997,"2HJ3KLNO","Red Hake",0.636
1997,"2HJ3KLNO","Redfish spp.",5.746
1997,"2HJ3KLNO","Roughhead Grenadier",3.782
1997,"2HJ3KLNO","Roundnose Grenadier",0.048
1997,"2HJ3KLNO","Silver Hake",0
1997,"2HJ3KLNO","Skate spp.",12.111
1997,"2HJ3KLNO","White Hake",0.555
1997,"2HJ3KLNO","Witch Flounder",1.369
1997,"2HJ3KLNO","Wolffish spp.",0.609
1997,"2HJ3KLNO","Yellowtail Flounder",0.657
1998,"2HJ3KLNO","American Plaice",1.562
1998,"2HJ3KLNO","Atlantic Cod",4.338
1998,"2HJ3KLNO","Atlantic Halibut",0.251
1998,"2HJ3KLNO","Greenland Halibut",16.235
1998,"2HJ3KLNO","Haddock",0.099
1998,"2HJ3KLNO","Monkfish",0.273
1998,"2HJ3KLNO","Red Hake",0.697
1998,"2HJ3KLNO","Redfish spp.",14.254
1998,"2HJ3KLNO","Roughhead Grenadier",5.05
1998,"2HJ3KLNO","Roundnose Grenadier",0.113
1998,"2HJ3KLNO","Silver Hake",0
1998,"2HJ3KLNO","Skate spp.",9.532
1998,"2HJ3KLNO","White Hake",0.532
1998,"2HJ3KLNO","Witch Flounder",1.054
1998,"2HJ3KLNO","Wolffish spp.",0.491
1998,"2HJ3KLNO","Yellowtail Flounder",4.386
1999,"2HJ3KLNO","American Plaice",2.442
1999,"2HJ3KLNO","Atlantic Cod",9.19
1999,"2HJ3KLNO","Atlantic Halibut",0.284
1999,"2HJ3KLNO","Greenland Halibut",20.012
1999,"2HJ3KLNO","Haddock",0.075
1999,"2HJ3KLNO","Monkfish",0.112
1999,"2HJ3KLNO","Red Hake",0.657
1999,"2HJ3KLNO","Redfish spp.",14.433
1999,"2HJ3KLNO","Roughhead Grenadier",4.035
1999,"2HJ3KLNO","Roundnose Grenadier",0.084
1999,"2HJ3KLNO","Silver Hake",0
1999,"2HJ3KLNO","Skate spp.",11.961
1999,"2HJ3KLNO","White Hake",0.6
1999,"2HJ3KLNO","Witch Flounder",1.22
1999,"2HJ3KLNO","Wolffish spp.",0.815
1999,"2HJ3KLNO","Yellowtail Flounder",7.024
2000,"2HJ3KLNO","American Plaice",2.761
2000,"2HJ3KLNO","Atlantic Cod",5.327
2000,"2HJ3KLNO","Atlantic Halibut",0.276
2000,"2HJ3KLNO","Greenland Halibut",28.484
2000,"2HJ3KLNO","Haddock",0.087
2000,"2HJ3KLNO","Monkfish",0.097
2000,"2HJ3KLNO","Red Hake",0.905
2000,"2HJ3KLNO","Redfish spp.",14.295
2000,"2HJ3KLNO","Roughhead Grenadier",5.209
2000,"2HJ3KLNO","Roundnose Grenadier",0.056
2000,"2HJ3KLNO","Silver Hake",0.006
2000,"2HJ3KLNO","Skate spp.",18.314
2000,"2HJ3KLNO","White Hake",0.862
2000,"2HJ3KLNO","Witch Flounder",1.195
2000,"2HJ3KLNO","Wolffish spp.",0.478
2000,"2HJ3KLNO","Yellowtail Flounder",10.66
2001,"2HJ3KLNO","American Plaice",3.604
2001,"2HJ3KLNO","Atlantic Cod",6.055
2001,"2HJ3KLNO","Atlantic Halibut",0.463
2001,"2HJ3KLNO","Greenland Halibut",28.781
2001,"2HJ3KLNO","Haddock",0.152
2001,"2HJ3KLNO","Monkfish",0.53
2001,"2HJ3KLNO","Red Hake",1.484
2001,"2HJ3KLNO","Redfish spp.",25.5
2001,"2HJ3KLNO","Roughhead Grenadier",1.539
2001,"2HJ3KLNO","Roundnose Grenadier",3.841
2001,"2HJ3KLNO","Silver Hake",0.033
2001,"2HJ3KLNO","Skate spp.",14.917
2001,"2HJ3KLNO","White Hake",0.885
2001,"2HJ3KLNO","Witch Flounder",1.31
2001,"2HJ3KLNO","Wolffish spp.",0.946
2001,"2HJ3KLNO","Yellowtail Flounder",13.273
2002,"2HJ3KLNO","American Plaice",3.269
2002,"2HJ3KLNO","Atlantic Cod",4.754
2002,"2HJ3KLNO","Atlantic Halibut",0.437
2002,"2HJ3KLNO","Greenland Halibut",26.832
2002,"2HJ3KLNO","Haddock",0.32
2002,"2HJ3KLNO","Monkfish",1.853
2002,"2HJ3KLNO","Red Hake",3.896
2002,"2HJ3KLNO","Redfish spp.",23.603
2002,"2HJ3KLNO","Roughhead Grenadier",1.353
2002,"2HJ3KLNO","Roundnose Grenadier",3.088
2002,"2HJ3KLNO","Silver Hake",0.042
2002,"2HJ3KLNO","Skate spp.",11.803
2002,"2HJ3KLNO","White Hake",5.648
2002,"2HJ3KLNO","Witch Flounder",1.263
2002,"2HJ3KLNO","Wolffish spp.",0.831
2002,"2HJ3KLNO","Yellowtail Flounder",10.382
2003,"2HJ3KLNO","American Plaice",3.702
2003,"2HJ3KLNO","Atlantic Cod",2.585
2003,"2HJ3KLNO","Atlantic Halibut",0.665
2003,"2HJ3KLNO","Greenland Halibut",26.701
2003,"2HJ3KLNO","Haddock",0.275
2003,"2HJ3KLNO","Monkfish",2.445
2003,"2HJ3KLNO","Red Hake",1.613
2003,"2HJ3KLNO","Redfish spp.",28.029
2003,"2HJ3KLNO","Roughhead Grenadier",1.425
2003,"2HJ3KLNO","Roundnose Grenadier",2.425
2003,"2HJ3KLNO","Silver Hake",0.014
2003,"2HJ3KLNO","Skate spp.",14.303
2003,"2HJ3KLNO","White Hake",6.356
2003,"2HJ3KLNO","Witch Flounder",1.397
2003,"2HJ3KLNO","Wolffish spp.",0.73
2003,"2HJ3KLNO","Yellowtail Flounder",13.303
2004,"2HJ3KLNO","American Plaice",2.674
2004,"2HJ3KLNO","Atlantic Cod",1.461
2004,"2HJ3KLNO","Atlantic Halibut",0.262
2004,"2HJ3KLNO","Greenland Halibut",14.342
2004,"2HJ3KLNO","Haddock",0.067
2004,"2HJ3KLNO","Monkfish",0.802
2004,"2HJ3KLNO","Red Hake",0.531
2004,"2HJ3KLNO","Redfish spp.",12.05
2004,"2HJ3KLNO","Roughhead Grenadier",1.504
2004,"2HJ3KLNO","Roundnose Grenadier",1.722
2004,"2HJ3KLNO","Silver Hake",0.008
2004,"2HJ3KLNO","Skate spp.",11.858
2004,"2HJ3KLNO","White Hake",2.108
2004,"2HJ3KLNO","Witch Flounder",0.848
2004,"2HJ3KLNO","Wolffish spp.",0.384
2004,"2HJ3KLNO","Yellowtail Flounder",13.124
2005,"2HJ3KLNO","American Plaice",2.384
2005,"2HJ3KLNO","Atlantic Cod",1.809
2005,"2HJ3KLNO","Atlantic Halibut",0.242
2005,"2HJ3KLNO","Greenland Halibut",15.857
2005,"2HJ3KLNO","Haddock",0.052
2005,"2HJ3KLNO","Monkfish",0.627
2005,"2HJ3KLNO","Red Hake",0.459
2005,"2HJ3KLNO","Redfish spp.",17.84
2005,"2HJ3KLNO","Roughhead Grenadier",1.117
2005,"2HJ3KLNO","Roundnose Grenadier",1.382
2005,"2HJ3KLNO","Silver Hake",0.04
2005,"2HJ3KLNO","Skate spp.",3.567
2005,"2HJ3KLNO","White Hake",1.055
2005,"2HJ3KLNO","Witch Flounder",0.492
2005,"2HJ3KLNO","Wolffish spp.",0.247
2005,"2HJ3KLNO","Yellowtail Flounder",13.913
2006,"2HJ3KLNO","American Plaice",0.948
2006,"2HJ3KLNO","Atlantic Cod",2.509
2006,"2HJ3KLNO","Atlantic Halibut",0.192
2006,"2HJ3KLNO","Greenland Halibut",15.728
2006,"2HJ3KLNO","Haddock",0.032
2006,"2HJ3KLNO","Monkfish",0.601
2006,"2HJ3KLNO","Red Hake",0.037
2006,"2HJ3KLNO","Redfish spp.",12.324
2006,"2HJ3KLNO","Roughhead Grenadier",0.473
2006,"2HJ3KLNO","Roundnose Grenadier",0.695
2006,"2HJ3KLNO","Silver Hake",0
2006,"2HJ3KLNO","Skate spp.",5.53
2006,"2HJ3KLNO","White Hake",1.274
2006,"2HJ3KLNO","Witch Flounder",0.305
2006,"2HJ3KLNO","Wolffish spp.",0.029
2006,"2HJ3KLNO","Yellowtail Flounder",0.587
2007,"2HJ3KLNO","American Plaice",1.476
2007,"2HJ3KLNO","Atlantic Cod",3.109
2007,"2HJ3KLNO","Atlantic Halibut",0.363
2007,"2HJ3KLNO","Greenland Halibut",13.457
2007,"2HJ3KLNO","Haddock",0.047
2007,"2HJ3KLNO","Monkfish",0.154
2007,"2HJ3KLNO","Red Hake",0.067
2007,"2HJ3KLNO","Redfish spp.",10.884
2007,"2HJ3KLNO","Roughhead Grenadier",0.36
2007,"2HJ3KLNO","Roundnose Grenadier",0.216
2007,"2HJ3KLNO","Silver Hake",0
2007,"2HJ3KLNO","Skate spp.",6.217
2007,"2HJ3KLNO","White Hake",0.759
2007,"2HJ3KLNO","Witch Flounder",0.302
2007,"2HJ3KLNO","Wolffish spp.",0.094
2007,"2HJ3KLNO","Yellowtail Flounder",4.428
2008,"2HJ3KLNO","American Plaice",1.905
2008,"2HJ3KLNO","Atlantic Cod",3.867
2008,"2HJ3KLNO","Atlantic Halibut",0.263
2008,"2HJ3KLNO","Greenland Halibut",13.056
2008,"2HJ3KLNO","Haddock",0.064
2008,"2HJ3KLNO","Monkfish",0.24
2008,"2HJ3KLNO","Red Hake",0.045
2008,"2HJ3KLNO","Redfish spp.",5.56
2008,"2HJ3KLNO","Roughhead Grenadier",0.386
2008,"2HJ3KLNO","Roundnose Grenadier",0.225
2008,"2HJ3KLNO","Silver Hake",0
2008,"2HJ3KLNO","Skate spp.",7.112
2008,"2HJ3KLNO","White Hake",0.933
2008,"2HJ3KLNO","Witch Flounder",0.327
2008,"2HJ3KLNO","Wolffish spp.",0.198
2008,"2HJ3KLNO","Yellowtail Flounder",11.307
2009,"2HJ3KLNO","American Plaice",1.779
2009,"2HJ3KLNO","Atlantic Cod",3.482
2009,"2HJ3KLNO","Atlantic Halibut",0.649
2009,"2HJ3KLNO","Greenland Halibut",12.845
2009,"2HJ3KLNO","Haddock",0.106
2009,"2HJ3KLNO","Monkfish",0.216
2009,"2HJ3KLNO","Red Hake",0.092
2009,"2HJ3KLNO","Redfish spp.",6.763
2009,"2HJ3KLNO","Roughhead Grenadier",0.564
2009,"2HJ3KLNO","Roundnose Grenadier",0.368
2009,"2HJ3KLNO","Silver Hake",0
2009,"2HJ3KLNO","Skate spp.",5.726
2009,"2HJ3KLNO","White Hake",0.494
2009,"2HJ3KLNO","Witch Flounder",0.38
2009,"2HJ3KLNO","Wolffish spp.",0.115
2009,"2HJ3KLNO","Yellowtail Flounder",5.869
2010,"2HJ3KLNO","American Plaice",1.998
2010,"2HJ3KLNO","Atlantic Cod",3.565
2010,"2HJ3KLNO","Atlantic Halibut",0.276
2010,"2HJ3KLNO","Greenland Halibut",13.455
2010,"2HJ3KLNO","Haddock",0.033
2010,"2HJ3KLNO","Monkfish",0.21
2010,"2HJ3KLNO","Red Hake",0.105
2010,"2HJ3KLNO","Redfish spp.",9.675
2010,"2HJ3KLNO","Roughhead Grenadier",0.484
2010,"2HJ3KLNO","Roundnose Grenadier",0.252
2010,"2HJ3KLNO","Silver Hake",0
2010,"2HJ3KLNO","Skate spp.",5.367
2010,"2HJ3KLNO","White Hake",0.286
2010,"2HJ3KLNO","Witch Flounder",0.621
2010,"2HJ3KLNO","Wolffish spp.",0.154
2010,"2HJ3KLNO","Yellowtail Flounder",9.291
2011,"2HJ3KLNO","American Plaice",1.259
2011,"2HJ3KLNO","Atlantic Cod",4.09
2011,"2HJ3KLNO","Atlantic Halibut",0.242
2011,"2HJ3KLNO","Greenland Halibut",13.899
2011,"2HJ3KLNO","Haddock",0.104
2011,"2HJ3KLNO","Monkfish",0.284
2011,"2HJ3KLNO","Red Hake",0.092
2011,"2HJ3KLNO","Redfish spp.",12.056
2011,"2HJ3KLNO","Roughhead Grenadier",0.719
2011,"2HJ3KLNO","Roundnose Grenadier",0.263
2011,"2HJ3KLNO","Silver Hake",0.008
2011,"2HJ3KLNO","Skate spp.",5.551
2011,"2HJ3KLNO","White Hake",0.175
2011,"2HJ3KLNO","Witch Flounder",0.57
2011,"2HJ3KLNO","Wolffish spp.",0.189
2011,"2HJ3KLNO","Yellowtail Flounder",5.23
2012,"2HJ3KLNO","American Plaice",1.341
2012,"2HJ3KLNO","Atlantic Cod",4.065
2012,"2HJ3KLNO","Atlantic Halibut",0.356
2012,"2HJ3KLNO","Greenland Halibut",13.55
2012,"2HJ3KLNO","Haddock",0.031
2012,"2HJ3KLNO","Monkfish",0.157
2012,"2HJ3KLNO","Red Hake",0.073
2012,"2HJ3KLNO","Redfish spp.",11.606
2012,"2HJ3KLNO","Roughhead Grenadier",0.797
2012,"2HJ3KLNO","Roundnose Grenadier",0.498
2012,"2HJ3KLNO","Silver Hake",0.117
2012,"2HJ3KLNO","Skate spp.",4.34
2012,"2HJ3KLNO","White Hake",0.151
2012,"2HJ3KLNO","Witch Flounder",0.517
2012,"2HJ3KLNO","Wolffish spp.",0.202
2012,"2HJ3KLNO","Yellowtail Flounder",3.214
2013,"2HJ3KLNO","American Plaice",2.307
2013,"2HJ3KLNO","Atlantic Cod",5.312
2013,"2HJ3KLNO","Atlantic Halibut",0.479
2013,"2HJ3KLNO","Greenland Halibut",13.801
2013,"2HJ3KLNO","Haddock",0.192
2013,"2HJ3KLNO","Monkfish",0.083
2013,"2HJ3KLNO","Red Hake",0.017
2013,"2HJ3KLNO","Redfish spp.",14.205
2013,"2HJ3KLNO","Roughhead Grenadier",0.246
2013,"2HJ3KLNO","Roundnose Grenadier",0.074
2013,"2HJ3KLNO","Silver Hake",0.071
2013,"2HJ3KLNO","Skate spp.",4.344
2013,"2HJ3KLNO","White Hake",0.234
2013,"2HJ3KLNO","Witch Flounder",0.543
2013,"2HJ3KLNO","Wolffish spp.",0.043
2013,"2HJ3KLNO","Yellowtail Flounder",10.537
2014,"2HJ3KLNO","American Plaice",1.397
2014,"2HJ3KLNO","Atlantic Cod",5.272
2014,"2HJ3KLNO","Atlantic Halibut",0.805
2014,"2HJ3KLNO","Greenland Halibut",14.176
2014,"2HJ3KLNO","Haddock",0.225
2014,"2HJ3KLNO","Monkfish",0.212
2014,"2HJ3KLNO","Red Hake",0.012
2014,"2HJ3KLNO","Redfish spp.",13.27
2014,"2HJ3KLNO","Roughhead Grenadier",0.232
2014,"2HJ3KLNO","Roundnose Grenadier",0.077
2014,"2HJ3KLNO","Silver Hake",0.716
2014,"2HJ3KLNO","Skate spp.",4.474
2014,"2HJ3KLNO","White Hake",0.316
2014,"2HJ3KLNO","Witch Flounder",0.542
2014,"2HJ3KLNO","Wolffish spp.",0.092
2014,"2HJ3KLNO","Yellowtail Flounder",7.97
2015,"2HJ3KLNO","American Plaice",1.117
2015,"2HJ3KLNO","Atlantic Cod",5.044
2015,"2HJ3KLNO","Atlantic Halibut",0.769
2015,"2HJ3KLNO","Greenland Halibut",12.444
2015,"2HJ3KLNO","Haddock",0.223
2015,"2HJ3KLNO","Monkfish",0.147
2015,"2HJ3KLNO","Red Hake",0.008
2015,"2HJ3KLNO","Redfish spp.",17.897
2015,"2HJ3KLNO","Roughhead Grenadier",0.128
2015,"2HJ3KLNO","Roundnose Grenadier",0.026
2015,"2HJ3KLNO","Silver Hake",0.937
2015,"2HJ3KLNO","Skate spp.",3.327
2015,"2HJ3KLNO","White Hake",0.411
2015,"2HJ3KLNO","Witch Flounder",0.576
2015,"2HJ3KLNO","Wolffish spp.",0.023
2015,"2HJ3KLNO","Yellowtail Flounder",6.894
2016,"2HJ3KLNO","American Plaice",1.021
2016,"2HJ3KLNO","Atlantic Cod",4.747
2016,"2HJ3KLNO","Atlantic Halibut",0.66
2016,"2HJ3KLNO","Greenland Halibut",11.634
2016,"2HJ3KLNO","Haddock",0.342
2016,"2HJ3KLNO","Monkfish",0.089
2016,"2HJ3KLNO","Red Hake",0.003
2016,"2HJ3KLNO","Redfish spp.",17.326
2016,"2HJ3KLNO","Roughhead Grenadier",0.08
2016,"2HJ3KLNO","Roundnose Grenadier",0.043
2016,"2HJ3KLNO","Silver Hake",0.87
2016,"2HJ3KLNO","Skate spp.",3.482
2016,"2HJ3KLNO","White Hake",0.447
2016,"2HJ3KLNO","Witch Flounder",0.707
2016,"2HJ3KLNO","Wolffish spp.",0.019
2016,"2HJ3KLNO","Yellowtail Flounder",6.828
2017,"2HJ3KLNO","American Plaice",1.149
2017,"2HJ3KLNO","Atlantic Cod",13.48
2017,"2HJ3KLNO","Atlantic Halibut",0.832
2017,"2HJ3KLNO","Greenland Halibut",13.284
2017,"2HJ3KLNO","Haddock",0.479
2017,"2HJ3KLNO","Monkfish",0.044
2017,"2HJ3KLNO","Red Hake",0.007
2017,"2HJ3KLNO","Redfish spp.",19.262
2017,"2HJ3KLNO","Roughhead Grenadier",0.092
2017,"2HJ3KLNO","Roundnose Grenadier",0.028
2017,"2HJ3KLNO","Silver Hake",0.249
2017,"2HJ3KLNO","Skate spp.",4.162
2017,"2HJ3KLNO","White Hake",0.499
2017,"2HJ3KLNO","Witch Flounder",0.769
2017,"2HJ3KLNO","Wolffish spp.",0.012
2017,"2HJ3KLNO","Yellowtail Flounder",9.145
2018,"2HJ3KLNO","American Plaice",0.959
2018,"2HJ3KLNO","Atlantic Cod",9.881
2018,"2HJ3KLNO","Atlantic Halibut",0.749
2018,"2HJ3KLNO","Greenland Halibut",14.382
2018,"2HJ3KLNO","Haddock",0.041
2018,"2HJ3KLNO","Monkfish",0.025
2018,"2HJ3KLNO","Red Hake",0.007
2018,"2HJ3KLNO","Redfish spp.",17.595
2018,"2HJ3KLNO","Roughhead Grenadier",0.112
2018,"2HJ3KLNO","Roundnose Grenadier",0.037
2018,"2HJ3KLNO","Silver Hake",0.908
2018,"2HJ3KLNO","Skate spp.",1.519
2018,"2HJ3KLNO","White Hake",0.367
2018,"2HJ3KLNO","Witch Flounder",0.833
2018,"2HJ3KLNO","Wolffish spp.",0.039
2018,"2HJ3KLNO","Yellowtail Flounder",8.648
2019,"2HJ3KLNO","American Plaice",1.186
2019,"2HJ3KLNO","Atlantic Cod",10.989
2019,"2HJ3KLNO","Atlantic Halibut",0.852
2019,"2HJ3KLNO","Greenland Halibut",15.085
2019,"2HJ3KLNO","Haddock",0.079
2019,"2HJ3KLNO","Monkfish",0.023
2019,"2HJ3KLNO","Red Hake",0.026
2019,"2HJ3KLNO","Redfish spp.",19.563
2019,"2HJ3KLNO","Roughhead Grenadier",0.205
2019,"2HJ3KLNO","Roundnose Grenadier",0.031
2019,"2HJ3KLNO","Silver Hake",0.514
2019,"2HJ3KLNO","Skate spp.",3.277
2019,"2HJ3KLNO","White Hake",0.302
2019,"2HJ3KLNO","Witch Flounder",0.914
2019,"2HJ3KLNO","Wolffish spp.",0.023
2019,"2HJ3KLNO","Yellowtail Flounder",12.27
2020,"2HJ3KLNO","American Plaice",1.053
2020,"2HJ3KLNO","Atlantic Cod",10.516
2020,"2HJ3KLNO","Atlantic Halibut",0.927
2020,"2HJ3KLNO","Greenland Halibut",14.272
2020,"2HJ3KLNO","Haddock",0.022
2020,"2HJ3KLNO","Monkfish",0.011
2020,"2HJ3KLNO","Red Hake",0
2020,"2HJ3KLNO","Redfish spp.",19.031
2020,"2HJ3KLNO","Roughhead Grenadier",0.134
2020,"2HJ3KLNO","Roundnose Grenadier",0.021
2020,"2HJ3KLNO","Silver Hake",1.789
2020,"2HJ3KLNO","Skate spp.",4.046
2020,"2HJ3KLNO","White Hake",0.344
2020,"2HJ3KLNO","Witch Flounder",0.746
2020,"2HJ3KLNO","Wolffish spp.",0.024
2020,"2HJ3KLNO","Yellowtail Flounder",14.032
